"class"	"rank"	"dataSetID"	"dataSetName"	"inGroups"	"pValue"	"Bonferroni"	"FDR"	"nCommonGenes"	"fracOfEffectiveClassSize"	"expectedFracOfEffectiveClassSize"	"enrichmentRatio"	"classSize"	"effectiveClassSize"	"fracOfEffectiveSetSize"	"effectiveSetSize"	"shortDataSetName"	"overlapGenes"
"97"	"purple"	4	"GO:0061462"	"protein localization to lysosome"	"GO|GO.BP|GO"	0.00115163442979571	1	0.757530757048796	3	0.0833333333333333	0.00661000944287063	12.6071428571429	36	36	0.428571428571429	7	"protein localization to lysosome"	"4926 (NUMA1)|7879 (RAB7A)|27183 (VPS4A)"
"98"	"purple"	5	"GO:0072665"	"protein localization to vacuole"	"GO|GO.BP|GO"	0.00179957872342222	1	0.995815465252424	3	0.0833333333333333	0.00755429650613787	11.03125	36	36	0.375	8	"protein localization to vacuole"	"4926 (NUMA1)|7879 (RAB7A)|27183 (VPS4A)"
"99"	"purple"	6	"GO:0012506"	"vesicle membrane"	"GO|GO.CC|GO"	0.00260863358870269	1	1	8	0.222222222222222	0.0708215297450425	3.13777777777778	36	36	0.106666666666667	75	"vesicle membrane"	"682 (BSG)|1650 (DDOST)|2548 (GAA)|2885 (GRB2)|7879 (RAB7A)|10059 (DNM1L)|10857 (PGRMC1)|11151 (CORO1A)"
"100"	"purple"	7	"GO:0001845"	"phagolysosome assembly"	"GO|GO.BP|GO"	0.00330138144141315	1	1	2	0.0555555555555556	0.0028328611898017	19.6111111111111	36	36	0.666666666666667	3	"phagolysosome assembly"	"7879 (RAB7A)|11151 (CORO1A)"
"101"	"purple"	8	"GO:0097734"	"extracellular exosome biogenesis"	"GO|GO.BP|GO"	0.00330138144141315	1	1	2	0.0555555555555556	0.0028328611898017	19.6111111111111	36	36	0.666666666666667	3	"extracellular exosome biogenesis"	"7879 (RAB7A)|27183 (VPS4A)"
"102"	"purple"	9	"GO:0140112"	"extracellular vesicle biogenesis"	"GO|GO.BP|GO"	0.00330138144141315	1	1	2	0.0555555555555556	0.0028328611898017	19.6111111111111	36	36	0.666666666666667	3	"extracellular vesicle biogenesis"	"7879 (RAB7A)|27183 (VPS4A)"
"103"	"purple"	10	"GO:1903541"	"regulation of exosomal secretion"	"GO|GO.BP|GO"	0.00330138144141315	1	1	2	0.0555555555555556	0.0028328611898017	19.6111111111111	36	36	0.666666666666667	3	"regulation of exosomal secretion"	"7879 (RAB7A)|27183 (VPS4A)"
"104"	"red"	1	"GO:0008380"	"RNA splicing"	"GO|GO.BP|GO"	2.30588835419292e-06	0.630337640502176	0.00656601708856433	20	0.277777777777778	0.0934844192634561	2.97138047138047	72	72	0.202020202020202	99	"RNA splicing"	"1207 (CLNS1A)|1655 (DDX5)|2521 (FUS)|3183 (HNRNPC)|3184 (HNRNPD)|3190 (HNRNPK)|3191 (HNRNPL)|3192 (HNRNPU)|6421 (SFPQ)|6426 (SRSF1)|6625 (SNRNP70)|8570 (KHSRP)|8683 (SRSF9)|10236 (HNRNPR)|10521 (DDX17)|10915 (TCERG1)|22913 (RALY)|27316 (RBMX)|51493 (RTCB)|79869 (CPSF7)"
"105"	"red"	2	"GO:0051254"	"positive regulation of RNA metabolic process"	"GO|GO.BP|GO"	4.50354854773184e-06	1	0.0119945843320794	20	0.277777777777778	0.097261567516525	2.85598705501618	72	72	0.194174757281553	103	"positive regulation of RNA metabolic process"	"1655 (DDX5)|2521 (FUS)|3146 (HMGB1)|3149 (HMGB3)|3182 (HNRNPAB)|3184 (HNRNPD)|3190 (HNRNPK)|3192 (HNRNPU)|3609 (ILF3)|5585 (PKN1)|6421 (SFPQ)|6625 (SNRNP70)|8570 (KHSRP)|10236 (HNRNPR)|10521 (DDX17)|10856 (RUVBL2)|10915 (TCERG1)|27316 (RBMX)|51441 (YTHDF2)|375790 (AGRN)"
"106"	"red"	3	"GO:0003682"	"chromatin binding"	"GO|GO.MF|GO"	6.08352739407089e-06	1	0.014848152218243	14	0.194444444444444	0.0519357884796978	3.74393939393939	72	72	0.254545454545455	55	"chromatin binding"	"1655 (DDX5)|2521 (FUS)|3146 (HMGB1)|3149 (HMGB3)|3183 (HNRNPC)|3184 (HNRNPD)|3192 (HNRNPU)|5585 (PKN1)|5901 (RAN)|6421 (SFPQ)|10856 (RUVBL2)|10951 (CBX1)|27316 (RBMX)|64743 (WDR13)"
"107"	"red"	4	"GO:0031981"	"nuclear lumen"	"GO|GO.CC|GO"	7.25785608546772e-06	1	0.0168136232163005	44	0.611111111111111	0.36166194523135	1.68973020017406	72	72	0.114882506527415	383	"nuclear lumen"	"1072 (CFL1)|1207 (CLNS1A)|1464 (CSPG4)|1655 (DDX5)|2521 (FUS)|3146 (HMGB1)|3149 (HMGB3)|3182 (HNRNPAB)|3183 (HNRNPC)|3184 (HNRNPD)|3190 (HNRNPK)|3191 (HNRNPL)|3192 (HNRNPU)|3609 (ILF3)|4000 (LMNA)|4001 (LMNB1)|4175 (MCM6)|5064 (PALM)|5536 (PPP5C)|5585 (PKN1)|5682 (PSMA1)|5901 (RAN)|6137 (RPL13)|6224 (RPS20)|6421 (SFPQ)|6426 (SRSF1)|6625 (SNRNP70)|8349 (H2BC21)|8570 (KHSRP)|8683 (SRSF9)|8880 (FUBP1)|8904 (CPNE1)|10236 (HNRNPR)|10521 (DDX17)|10856 (RUVBL2)|10915 (TCERG1)|10951 (CBX1)|11047 (ADRM1)|27316 (RBMX)|51493 (RTCB)|64743 (WDR13)|79869 (CPSF7)|80895 (ILKAP)|84823 (LMNB2)"
"108"	"red"	5	"GO:0000375"	"RNA splicing, via transesterification reactions"	"GO|GO.BP|GO"	8.3884322698698e-06	1	0.0188147182588253	18	0.25	0.0840415486307838	2.9747191011236	72	72	0.202247191011236	89	"RNA splicing, via transesterification reactions"	"1207 (CLNS1A)|1655 (DDX5)|2521 (FUS)|3183 (HNRNPC)|3184 (HNRNPD)|3190 (HNRNPK)|3191 (HNRNPL)|3192 (HNRNPU)|6421 (SFPQ)|6426 (SRSF1)|6625 (SNRNP70)|8570 (KHSRP)|8683 (SRSF9)|10236 (HNRNPR)|10521 (DDX17)|22913 (RALY)|27316 (RBMX)|79869 (CPSF7)"
"109"	"red"	6	"GO:0006397"	"mRNA processing"	"GO|GO.BP|GO"	1.00983241219011e-05	1	0.0222619184029266	19	0.263888888888889	0.0934844192634561	2.82281144781145	72	72	0.191919191919192	99	"mRNA processing"	"1207 (CLNS1A)|1655 (DDX5)|2521 (FUS)|3183 (HNRNPC)|3184 (HNRNPD)|3190 (HNRNPK)|3191 (HNRNPL)|3192 (HNRNPU)|6421 (SFPQ)|6426 (SRSF1)|6625 (SNRNP70)|8570 (KHSRP)|8683 (SRSF9)|10236 (HNRNPR)|10521 (DDX17)|10915 (TCERG1)|22913 (RALY)|27316 (RBMX)|79869 (CPSF7)"
"110"	"red"	7	"GO:0003676"	"nucleic acid binding"	"GO|GO.MF|GO"	1.7397171164663e-05	1	0.0347130708727904	44	0.611111111111111	0.37204910292729	1.64255499153976	72	72	0.111675126903553	394	"nucleic acid binding"	"372 (ARCN1)|1207 (CLNS1A)|1655 (DDX5)|1964 (EIF1AX)|2317 (FLNB)|2521 (FUS)|3146 (HMGB1)|3149 (HMGB3)|3182 (HNRNPAB)|3183 (HNRNPC)|3184 (HNRNPD)|3190 (HNRNPK)|3191 (HNRNPL)|3192 (HNRNPU)|3609 (ILF3)|4001 (LMNB1)|4175 (MCM6)|5037 (PEBP1)|5536 (PPP5C)|5682 (PSMA1)|5901 (RAN)|6137 (RPL13)|6142 (RPL18A)|6164 (RPL34)|6224 (RPS20)|6421 (SFPQ)|6426 (SRSF1)|6625 (SNRNP70)|7114 (TMSB4X)|8349 (H2BC21)|8570 (KHSRP)|8683 (SRSF9)|8880 (FUBP1)|9141 (PDCD5)|10236 (HNRNPR)|10521 (DDX17)|10856 (RUVBL2)|10915 (TCERG1)|22913 (RALY)|27316 (RBMX)|51441 (YTHDF2)|51493 (RTCB)|79869 (CPSF7)|280636 (SELENOH)"
"111"	"red"	8	"GO:0005654"	"nucleoplasm"	"GO|GO.CC|GO"	1.89836744873141e-05	1	0.0355436798483027	40	0.555555555555556	0.322001888574127	1.72531769305963	72	72	0.117302052785924	341	"nucleoplasm"	"1207 (CLNS1A)|1464 (CSPG4)|1655 (DDX5)|2521 (FUS)|3146 (HMGB1)|3182 (HNRNPAB)|3183 (HNRNPC)|3184 (HNRNPD)|3190 (HNRNPK)|3191 (HNRNPL)|3192 (HNRNPU)|3609 (ILF3)|4000 (LMNA)|4001 (LMNB1)|4175 (MCM6)|5064 (PALM)|5536 (PPP5C)|5585 (PKN1)|5682 (PSMA1)|5901 (RAN)|6224 (RPS20)|6421 (SFPQ)|6426 (SRSF1)|6625 (SNRNP70)|8349 (H2BC21)|8570 (KHSRP)|8683 (SRSF9)|8880 (FUBP1)|8904 (CPNE1)|10236 (HNRNPR)|10521 (DDX17)|10856 (RUVBL2)|10915 (TCERG1)|10951 (CBX1)|11047 (ADRM1)|27316 (RBMX)|51493 (RTCB)|64743 (WDR13)|79869 (CPSF7)|80895 (ILKAP)"
"112"	"red"	9	"GO:0045935"	"positive regulation of nucleobase-containing compound metabolic process"	"GO|GO.BP|GO"	2.15390105790414e-05	1	0.039252692879245	21	0.291666666666667	0.11614730878187	2.51117886178862	72	72	0.170731707317073	123	"positive regulation of nucleobase-containing compound metabolic process"	"1655 (DDX5)|2521 (FUS)|3146 (HMGB1)|3149 (HMGB3)|3182 (HNRNPAB)|3184 (HNRNPD)|3190 (HNRNPK)|3192 (HNRNPU)|3609 (ILF3)|5585 (PKN1)|6421 (SFPQ)|6625 (SNRNP70)|7114 (TMSB4X)|8570 (KHSRP)|10236 (HNRNPR)|10521 (DDX17)|10856 (RUVBL2)|10915 (TCERG1)|27316 (RBMX)|51441 (YTHDF2)|375790 (AGRN)"
"113"	"red"	10	"GO:0000377"	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	"GO|GO.BP|GO"	3.05585501179355e-05	1	0.0525651493229027	17	0.236111111111111	0.0830972615675165	2.84138257575758	72	72	0.193181818181818	88	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	"1207 (CLNS1A)|1655 (DDX5)|2521 (FUS)|3183 (HNRNPC)|3184 (HNRNPD)|3190 (HNRNPK)|3191 (HNRNPL)|3192 (HNRNPU)|6421 (SFPQ)|6426 (SRSF1)|6625 (SNRNP70)|8683 (SRSF9)|10236 (HNRNPR)|10521 (DDX17)|22913 (RALY)|27316 (RBMX)|79869 (CPSF7)"
"114"	"tan"	1	"GO:0033344"	"cholesterol efflux"	"GO|GO.BP|GO"	0.000178352025371998	1	0.214776694518455	3	0.103448275862069	0.00472143531633617	21.9103448275862	29	29	0.6	5	"cholesterol efflux"	"338 (APOB)|4035 (LRP1)|23673 (STX12)"
"115"	"tan"	2	"GO:0009791"	"post-embryonic development"	"GO|GO.BP|GO"	0.000601419642943896	1	0.521917693952836	3	0.103448275862069	0.00661000944287063	15.6502463054187	29	29	0.428571428571429	7	"post-embryonic development"	"338 (APOB)|4204 (MECP2)|64919 (BCL11B)"
"116"	"tan"	3	"GO:0044242"	"cellular lipid catabolic process"	"GO|GO.BP|GO"	0.000659354357006738	1	0.55458802163496	4	0.137931034482759	0.0151085930122757	9.12931034482759	29	29	0.25	16	"cellular lipid catabolic process"	"338 (APOB)|427 (ASAH1)|1381 (CRABP1)|4035 (LRP1)"
"117"	"tan"	4	"GO:0042953"	"lipoprotein transport"	"GO|GO.BP|GO"	0.000724726933244795	1	0.576411272825302	2	0.0689655172413793	0.00188857412653447	36.5172413793103	29	29	1	2	"lipoprotein transport"	"338 (APOB)|4035 (LRP1)"
"118"	"tan"	5	"GO:0044872"	"lipoprotein localization"	"GO|GO.BP|GO"	0.000724726933244795	1	0.576411272825302	2	0.0689655172413793	0.00188857412653447	36.5172413793103	29	29	1	2	"lipoprotein localization"	"338 (APOB)|4035 (LRP1)"
"119"	"tan"	6	"GO:0048844"	"artery morphogenesis"	"GO|GO.BP|GO"	0.000724726933244795	1	0.576411272825302	2	0.0689655172413793	0.00188857412653447	36.5172413793103	29	29	1	2	"artery morphogenesis"	"338 (APOB)|4035 (LRP1)"
"120"	"tan"	7	"GO:0015850"	"organic hydroxy compound transport"	"GO|GO.BP|GO"	0.00132590309668711	1	0.801878032102628	4	0.137931034482759	0.0179414542020774	7.68784029038113	29	29	0.210526315789474	19	"organic hydroxy compound transport"	"338 (APOB)|4035 (LRP1)|4204 (MECP2)|23673 (STX12)"
"121"	"tan"	8	"GO:0015918"	"sterol transport"	"GO|GO.BP|GO"	0.00195016150498257	1	1	3	0.103448275862069	0.00944287063267233	10.9551724137931	29	29	0.3	10	"sterol transport"	"338 (APOB)|4035 (LRP1)|23673 (STX12)"
"122"	"tan"	9	"GO:0030301"	"cholesterol transport"	"GO|GO.BP|GO"	0.00195016150498257	1	1	3	0.103448275862069	0.00944287063267233	10.9551724137931	29	29	0.3	10	"cholesterol transport"	"338 (APOB)|4035 (LRP1)|23673 (STX12)"
"123"	"tan"	10	"GO:0032050"	"clathrin heavy chain binding"	"GO|GO.MF|GO"	0.0021371559611391	1	1	2	0.0689655172413793	0.0028328611898017	24.3448275862069	29	29	0.666666666666667	3	"clathrin heavy chain binding"	"1211 (CLTA)|4035 (LRP1)"
"124"	"turquoise"	1	"GO:0048468"	"cell development"	"GO|GO.BP|GO"	2.12434414301348e-06	0.580710714934164	0.00611274436772804	71	0.333333333333333	0.21152030217186	1.57589285714286	213	213	0.316964285714286	224	"cell development"	"(More than 50 overlapping genes)"
"125"	"turquoise"	2	"GO:0005886"	"plasma membrane"	"GO|GO.CC|GO"	4.51305978191486e-06	1	0.0119945843320794	96	0.450704225352113	0.319169027384325	1.41211767647304	213	213	0.284023668639053	338	"plasma membrane"	"(More than 50 overlapping genes)"
"126"	"turquoise"	3	"GO:0120036"	"plasma membrane bounded cell projection organization"	"GO|GO.BP|GO"	1.81657988136845e-05	1	0.0349704419979492	60	0.28169014084507	0.178470254957507	1.57835904314778	213	213	0.317460317460317	189	"plasma membrane bounded cell projection organization"	"(More than 50 overlapping genes)"
"127"	"turquoise"	4	"GO:0071944"	"cell periphery"	"GO|GO.CC|GO"	1.86017164433733e-05	1	0.0354653685773462	99	0.464788732394366	0.340887629839471	1.36346611525106	213	213	0.274238227146814	361	"cell periphery"	"(More than 50 overlapping genes)"
"128"	"turquoise"	5	"GO:0007409"	"axonogenesis"	"GO|GO.BP|GO"	1.86823715069427e-05	1	0.0354653685773462	33	0.154929577464789	0.0793201133144476	1.95321931589537	213	213	0.392857142857143	84	"axonogenesis"	"1496 (CTNNA2)|1630 (DCC)|1808 (DPYSL2)|2596 (GAP43)|2664 (GDI1)|2932 (GSK3B)|3800 (KIF5C)|3897 (L1CAM)|4130 (MAP1A)|4131 (MAP1B)|4135 (MAP6)|4137 (MAPT)|4684 (NCAM1)|4747 (NEFL)|4756 (NEO1)|5361 (PLXNA1)|5532 (PPP3CB)|5802 (PTPRS)|5803 (PTPRZ1)|6709 (SPTAN1)|6712 (SPTBN2)|6812 (STXBP1)|7345 (UCHL1)|10381 (TUBB3)|10752 (CHL1)|23114 (NFASC)|56896 (DPYSL5)|57142 (RTN4)|57611 (ISLR2)|57698 (SHTN1)|84446 (BRSK1)|91584 (PLXNA4)|347733 (TUBB2B)"
"129"	"turquoise"	6	"GO:0048667"	"cell morphogenesis involved in neuron differentiation"	"GO|GO.BP|GO"	2.10505545498199e-05	1	0.0388809431874241	37	0.173708920187793	0.0934844192634561	1.85815905534215	213	213	0.373737373737374	99	"cell morphogenesis involved in neuron differentiation"	"816 (CAMK2B)|998 (CDC42)|1496 (CTNNA2)|1630 (DCC)|1808 (DPYSL2)|2596 (GAP43)|2664 (GDI1)|2932 (GSK3B)|3800 (KIF5C)|3897 (L1CAM)|4130 (MAP1A)|4131 (MAP1B)|4135 (MAP6)|4137 (MAPT)|4684 (NCAM1)|4747 (NEFL)|4756 (NEO1)|5361 (PLXNA1)|5532 (PPP3CB)|5802 (PTPRS)|5803 (PTPRZ1)|6709 (SPTAN1)|6712 (SPTBN2)|6812 (STXBP1)|7345 (UCHL1)|7533 (YWHAH)|10381 (TUBB3)|10752 (CHL1)|23114 (NFASC)|26052 (DNM3)|56896 (DPYSL5)|57142 (RTN4)|57611 (ISLR2)|57698 (SHTN1)|84446 (BRSK1)|91584 (PLXNA4)|347733 (TUBB2B)"
"130"	"turquoise"	7	"GO:0030030"	"cell projection organization"	"GO|GO.BP|GO"	2.66568148066619e-05	1	0.0476268424545693	60	0.28169014084507	0.180358829084042	1.56183172332424	213	213	0.31413612565445	191	"cell projection organization"	"(More than 50 overlapping genes)"
"131"	"turquoise"	8	"GO:0032989"	"cellular component morphogenesis"	"GO|GO.BP|GO"	2.90388117167199e-05	1	0.0508849331466831	43	0.2018779342723	0.11614730878187	1.73811977556395	213	213	0.349593495934959	123	"cellular component morphogenesis"	"70 (ACTC1)|287 (ANK2)|816 (CAMK2B)|998 (CDC42)|1496 (CTNNA2)|1630 (DCC)|1808 (DPYSL2)|2596 (GAP43)|2664 (GDI1)|2932 (GSK3B)|3800 (KIF5C)|3897 (L1CAM)|4130 (MAP1A)|4131 (MAP1B)|4135 (MAP6)|4137 (MAPT)|4684 (NCAM1)|4747 (NEFL)|4756 (NEO1)|5361 (PLXNA1)|5532 (PPP3CB)|5573 (PRKAR1A)|5802 (PTPRS)|5803 (PTPRZ1)|6709 (SPTAN1)|6712 (SPTBN2)|6812 (STXBP1)|7168 (TPM1)|7345 (UCHL1)|7533 (YWHAH)|10381 (TUBB3)|10752 (CHL1)|23114 (NFASC)|23122 (CLASP2)|26052 (DNM3)|56896 (DPYSL5)|57142 (RTN4)|57611 (ISLR2)|57698 (SHTN1)|57699 (CPNE5)|84446 (BRSK1)|91584 (PLXNA4)|347733 (TUBB2B)"
"132"	"turquoise"	9	"GO:0048699"	"generation of neurons"	"GO|GO.BP|GO"	4.46469963586264e-05	1	0.0726470412178221	55	0.258215962441315	0.163361661945231	1.58063990881706	213	213	0.317919075144509	173	"generation of neurons"	"(More than 50 overlapping genes)"
"133"	"turquoise"	10	"GO:0061564"	"axon development"	"GO|GO.BP|GO"	5.8745553500956e-05	1	0.0907270311018154	33	0.154929577464789	0.0830972615675165	1.86443661971831	213	213	0.375	88	"axon development"	"1496 (CTNNA2)|1630 (DCC)|1808 (DPYSL2)|2596 (GAP43)|2664 (GDI1)|2932 (GSK3B)|3800 (KIF5C)|3897 (L1CAM)|4130 (MAP1A)|4131 (MAP1B)|4135 (MAP6)|4137 (MAPT)|4684 (NCAM1)|4747 (NEFL)|4756 (NEO1)|5361 (PLXNA1)|5532 (PPP3CB)|5802 (PTPRS)|5803 (PTPRZ1)|6709 (SPTAN1)|6712 (SPTBN2)|6812 (STXBP1)|7345 (UCHL1)|10381 (TUBB3)|10752 (CHL1)|23114 (NFASC)|56896 (DPYSL5)|57142 (RTN4)|57611 (ISLR2)|57698 (SHTN1)|84446 (BRSK1)|91584 (PLXNA4)|347733 (TUBB2B)"
"134"	"yellow"	1	"GO:0006457"	"protein folding"	"GO|GO.BP|GO"	3.20271784374493e-05	1	0.0540428981337108	14	0.153846153846154	0.0472143531633617	3.25846153846154	91	91	0.28	50	"protein folding"	"2280 (FKBP1A)|3304 (HSPA1B)|3309 (HSPA5)|3320 (HSP90AA1)|3326 (HSP90AB1)|5203 (PFDN4)|6902 (TBCA)|6950 (TCP1)|7203 (CCT3)|7415 (VCP)|10130 (PDIA6)|10575 (CCT4)|10808 (HSPH1)|10961 (ERP29)"
"135"	"yellow"	2	"GO:0034605"	"cellular response to heat"	"GO|GO.BP|GO"	0.000166247589941674	1	0.203791216082762	7	0.0769230769230769	0.0151085930122757	5.09134615384615	91	91	0.4375	16	"cellular response to heat"	"1965 (EIF2S1)|3304 (HSPA1B)|3320 (HSP90AA1)|3326 (HSP90AB1)|5594 (MAPK1)|7415 (VCP)|10808 (HSPH1)"
"136"	"yellow"	3	"GO:0033290"	"eukaryotic 48S preinitiation complex"	"GO|GO.CC|GO"	0.000239533439084479	1	0.265096602866936	4	0.043956043956044	0.00472143531633617	9.30989010989011	91	91	0.8	5	"eukaryotic 48S preinitiation complex"	"1965 (EIF2S1)|8661 (EIF3A)|8663 (EIF3C)|8665 (EIF3F)"
"137"	"yellow"	4	"GO:0070993"	"translation preinitiation complex"	"GO|GO.CC|GO"	0.000239533439084479	1	0.265096602866936	4	0.043956043956044	0.00472143531633617	9.30989010989011	91	91	0.8	5	"translation preinitiation complex"	"1965 (EIF2S1)|8661 (EIF3A)|8663 (EIF3C)|8665 (EIF3F)"
"138"	"yellow"	5	"GO:0009408"	"response to heat"	"GO|GO.BP|GO"	0.000400357869671726	1	0.390863668762368	7	0.0769230769230769	0.0169971671388102	4.52564102564103	91	91	0.388888888888889	18	"response to heat"	"1965 (EIF2S1)|3304 (HSPA1B)|3320 (HSP90AA1)|3326 (HSP90AB1)|5594 (MAPK1)|7415 (VCP)|10808 (HSPH1)"
"139"	"yellow"	6	"GO:0008180"	"COP9 signalosome"	"GO|GO.CC|GO"	0.000402341673238088	1	0.391402561552895	5	0.0549450549450549	0.0084985835694051	6.46520146520146	91	91	0.555555555555556	9	"COP9 signalosome"	"498 (ATP5F1A)|3304 (HSPA1B)|3309 (HSPA5)|3326 (HSP90AB1)|10920 (COPS8)"
"140"	"yellow"	7	"GO:0006986"	"response to unfolded protein"	"GO|GO.BP|GO"	0.000409422689827752	1	0.396878675501114	9	0.0989010989010989	0.0273843248347498	3.61159530125047	91	91	0.310344827586207	29	"response to unfolded protein"	"439 (GET3)|1965 (EIF2S1)|3304 (HSPA1B)|3309 (HSPA5)|3320 (HSP90AA1)|3326 (HSP90AB1)|7415 (VCP)|10130 (PDIA6)|10808 (HSPH1)"
"141"	"yellow"	8	"GO:0070647"	"protein modification by small protein conjugation or removal"	"GO|GO.BP|GO"	0.000501087724235626	1	0.461203165983336	16	0.175824175824176	0.0736543909348442	2.38715131022823	91	91	0.205128205128205	78	"protein modification by small protein conjugation or removal"	"2280 (FKBP1A)|3304 (HSPA1B)|3309 (HSPA5)|3320 (HSP90AA1)|3326 (HSP90AB1)|5591 (PRKDC)|5687 (PSMA6)|5688 (PSMA7)|5691 (PSMB3)|7317 (UBA1)|7415 (VCP)|8665 (EIF3F)|9520 (NPEPPS)|10054 (UBA2)|10075 (HUWE1)|10920 (COPS8)"
"142"	"yellow"	9	"GO:0005524"	"ATP binding"	"GO|GO.MF|GO"	0.000625585458086242	1	0.534406377570173	25	0.274725274725275	0.146364494806421	1.87699397376817	91	91	0.161290322580645	155	"ATP binding"	"204 (AK2)|439 (GET3)|498 (ATP5F1A)|506 (ATP5F1B)|1615 (DARS1)|1974 (EIF4A2)|2746 (GLUD1)|3304 (HSPA1B)|3309 (HSPA5)|3320 (HSP90AA1)|3326 (HSP90AB1)|5591 (PRKDC)|5594 (MAPK1)|6897 (TARS1)|6950 (TCP1)|7203 (CCT3)|7317 (UBA1)|7407 (VARS1)|7415 (VCP)|9943 (OXSR1)|10054 (UBA2)|10575 (CCT4)|10808 (HSPH1)|23729 (SHPK)|55605 (KIF21A)"
"143"	"yellow"	10	"GO:1903320"	"regulation of protein modification by small protein conjugation or removal"	"GO|GO.BP|GO"	0.000699319809473476	1	0.576411272825302	8	0.0879120879120879	0.0236071765816808	3.72395604395604	91	91	0.32	25	"regulation of protein modification by small protein conjugation or removal"	"2280 (FKBP1A)|3304 (HSPA1B)|3309 (HSPA5)|3320 (HSP90AA1)|3326 (HSP90AB1)|7415 (VCP)|10054 (UBA2)|10075 (HUWE1)"
